CUADRO=001 | FILA=8 | PN=PN00001MM | DESC=I. ACTIVOS EXTERNOS NETOS DE CORTO PLAZO
CUADRO=049 | FILA=29 | PN=- | DESC=b. Vía canales presenciales 2/ > - Pagos Inmediatos
CUADRO=049 | FILA=30 | PN=- | DESC=a. Vía CCE
CUADRO=049 | FILA=31 | PN=- | DESC=b. Vía Visadirect u otro similar
CUADRO=049 | FILA=32 | PN=- | DESC=b. Vía Visadirect u otro similar > Débitos Directos
CUADRO=049 | FILA=33 | PN=- | DESC=b. Vía Visadirect u otro similar > Dinero Electrónico 3/
CUADRO=049 | FILA=34 | PN=- | DESC=b. Vía Visadirect u otro similar > Indicador de Pagos Digitales - IPD 4/ Nota:
CUADRO=049 | FILA=36 | PN=- | DESC=b. Vía Visadirect u otro similar > Retiro de efectivo
CUADRO=049 | FILA=37 | PN=- | DESC=b. Vía Visadirect u otro similar > - Tarjetas de Débito
CUADRO=049 | FILA=38 | PN=- | DESC=b. Vía Visadirect u otro similar > - Tarjetas de Crédito
CUADRO=050 | FILA=9 | PN=- | DESC=ALTO VALOR
CUADRO=050 | FILA=10 | PN=- | DESC=Sistema LBTR
CUADRO=050 | FILA=11 | PN=- | DESC=- Clientes de los Participantes
CUADRO=050 | FILA=12 | PN=- | DESC=- Propias de los Participantes
CUADRO=050 | FILA=13 | PN=- | DESC=BAJO VALOR
CUADRO=050 | FILA=14 | PN=- | DESC=Cheques
CUADRO=050 | FILA=15 | PN=- | DESC=- Intrabancarios
CUADRO=050 | FILA=16 | PN=- | DESC=- Interbancarias (CCE)
CUADRO=050 | FILA=17 | PN=- | DESC=Tarjetas de Pago
CUADRO=050 | FILA=18 | PN=- | DESC=- Tarjetas de Débito
CUADRO=050 | FILA=19 | PN=- | DESC=a. Vía canales no presenciales 2/
CUADRO=050 | FILA=20 | PN=- | DESC=b. Vía canales presenciales 2/
CUADRO=050 | FILA=21 | PN=- | DESC=b. Vía canales presenciales 2/ > - Tarjetas de Crédito
CUADRO=050 | FILA=22 | PN=- | DESC=a. Vía canales no presenciales 2/
CUADRO=050 | FILA=23 | PN=- | DESC=b. Vía canales presenciales 2/
CUADRO=050 | FILA=24 | PN=- | DESC=b. Vía canales presenciales 2/ > Transferencias Intrabancarias
CUADRO=050 | FILA=25 | PN=- | DESC=a. Vía canales no presenciales 2/
CUADRO=050 | FILA=26 | PN=- | DESC=b. Vía canales presenciales 2/
CUADRO=050 | FILA=27 | PN=- | DESC=b. Vía canales presenciales 2/ > Transferencias Interbancarias
CUADRO=050 | FILA=28 | PN=- | DESC=b. Vía canales presenciales 2/ > - Transferencias de Crédito vía CCE
CUADRO=050 | FILA=29 | PN=- | DESC=b. Vía canales presenciales 2/ > - Pagos Inmediatos
CUADRO=050 | FILA=30 | PN=- | DESC=a. Vía CCE
CUADRO=050 | FILA=31 | PN=- | DESC=b. Vía Visadirect u otro similar
CUADRO=050 | FILA=32 | PN=- | DESC=b. Vía Visadirect u otro similar > Débitos Directos
CUADRO=050 | FILA=33 | PN=- | DESC=b. Vía Visadirect u otro similar > Dinero Electrónico 3/
CUADRO=050 | FILA=34 | PN=- | DESC=b. Vía Visadirect u otro similar > Indicador de Pagos Digitales - IPD 4/ Nota:
CUADRO=050 | FILA=36 | PN=- | DESC=b. Vía Visadirect u otro similar > Retiro de efectivo
CUADRO=050 | FILA=37 | PN=- | DESC=b. Vía Visadirect u otro similar > - Tarjetas de Débito
CUADRO=050 | FILA=38 | PN=- | DESC=b. Vía Visadirect u otro similar > - Tarjetas de Crédito
CUADRO=054 | FILA=9 | PN=- | DESC=Transferencias Intrabancarias 2/
CUADRO=054 | FILA=10 | PN=- | DESC=- Yape
CUADRO=054 | FILA=11 | PN=- | DESC=- Plin
CUADRO=054 | FILA=12 | PN=- | DESC=- Otras billeteras
CUADRO=054 | FILA=13 | PN=- | DESC=Transferencias Interbancarias
CUADRO=054 | FILA=14 | PN=- | DESC=- Procesadas vía Visadirect u otro similar
CUADRO=054 | FILA=15 | PN=- | DESC=- Yape
CUADRO=054 | FILA=16 | PN=- | DESC=- Plin
CUADRO=054 | FILA=17 | PN=- | DESC=- Otras billeteras
CUADRO=054 | FILA=18 | PN=- | DESC=- Procesadas por la CCE
CUADRO=054 | FILA=24 | PN=- | DESC=Transferencias Intrabancarias 2/
CUADRO=054 | FILA=25 | PN=- | DESC=- Yape
CUADRO=054 | FILA=26 | PN=- | DESC=- Plin
CUADRO=054 | FILA=27 | PN=- | DESC=- Otras billeteras
CUADRO=054 | FILA=28 | PN=- | DESC=Transferencias Interbancarias
CUADRO=054 | FILA=29 | PN=- | DESC=- Procesadas vía Visadirect u otro similar
CUADRO=054 | FILA=30 | PN=- | DESC=- Yape
CUADRO=054 | FILA=31 | PN=- | DESC=- Plin
CUADRO=054 | FILA=32 | PN=- | DESC=- Otras billeteras
CUADRO=054 | FILA=33 | PN=- | DESC=- Procesadas por la CCE
CUADRO=055 | FILA=9 | PN=- | DESC=Segmentos minoristas
CUADRO=055 | FILA=10 | PN=- | DESC=Farmacias
CUADRO=055 | FILA=11 | PN=- | DESC=Gasolineras
CUADRO=055 | FILA=12 | PN=- | DESC=Microcomercios
CUADRO=055 | FILA=13 | PN=- | DESC=Restaurantes
CUADRO=055 | FILA=14 | PN=- | DESC=Supermercados
CUADRO=055 | FILA=15 | PN=- | DESC=Transportes
CUADRO=055 | FILA=16 | PN=- | DESC=Otros segmentos
CUADRO=055 | FILA=17 | PN=- | DESC=Total
CUADRO=056 | FILA=9 | PN=- | DESC=Segmentos minoristas
CUADRO=056 | FILA=10 | PN=- | DESC=Farmacias
CUADRO=056 | FILA=11 | PN=- | DESC=Gasolineras
CUADRO=056 | FILA=12 | PN=- | DESC=Microcomercios
CUADRO=056 | FILA=13 | PN=- | DESC=Restaurantes
CUADRO=056 | FILA=14 | PN=- | DESC=Supermercados
CUADRO=056 | FILA=15 | PN=- | DESC=Transportes
CUADRO=056 | FILA=16 | PN=- | DESC=Otros segmentos
CUADRO=056 | FILA=17 | PN=- | DESC=Total
CUADRO=057 | FILA=10 | PN=- | DESC=Segmentos minoristas
CUADRO=057 | FILA=11 | PN=- | DESC=Farmacias
CUADRO=057 | FILA=12 | PN=- | DESC=Gasolineras
CUADRO=057 | FILA=13 | PN=- | DESC=Microcomercios
CUADRO=057 | FILA=14 | PN=- | DESC=Restaurantes
CUADRO=057 | FILA=15 | PN=- | DESC=Supermercados
CUADRO=057 | FILA=16 | PN=- | DESC=Transportes
CUADRO=057 | FILA=17 | PN=- | DESC=Otros segmentos
CUADRO=057 | FILA=18 | PN=- | DESC=Total FACILITADORES DE PAGO 5/
CUADRO=057 | FILA=20 | PN=- | DESC=Segmentos minoristas
CUADRO=057 | FILA=21 | PN=- | DESC=Farmacias
CUADRO=057 | FILA=22 | PN=- | DESC=Gasolineras
CUADRO=057 | FILA=23 | PN=- | DESC=Microcomercios
CUADRO=057 | FILA=24 | PN=- | DESC=Restaurantes
CUADRO=057 | FILA=25 | PN=- | DESC=Supermercados
CUADRO=057 | FILA=26 | PN=- | DESC=Transportes
CUADRO=057 | FILA=27 | PN=- | DESC=Otros segmentos
CUADRO=057 | FILA=28 | PN=- | DESC=Total
CUADRO=058 | FILA=8 | PN=PN01063MM | DESC=I. BONOS DEL SECTOR PRIVADO 2/ (Saldos y Flujos en Millones de Soles)
CUADRO=058 | FILA=10 | PN=PN01064MM | DESC=I. BONOS DEL SECTOR PRIVADO 2/ (Saldos y Flujos en Millones de Soles) > Colocación
CUADRO=058 | FILA=11 | PN=PN01065MM | DESC=I. BONOS DEL SECTOR PRIVADO 2/ (Saldos y Flujos en Millones de Soles) > Redención
CUADRO=058 | FILA=12 | PN=PN01066MM | DESC=I. BONOS DEL SECTOR PRIVADO 2/ (Saldos y Flujos en Millones de Soles) > BONOS DE ENTIDADES FINANCIERAS (A+B+C+D)
CUADRO=058 | FILA=13 | PN=PN01067MM | DESC=I. BONOS DEL SECTOR PRIVADO 2/ (Saldos y Flujos en Millones de Soles) > A. BONOS DE ARRENDAMIENTO FINANCIERO
CUADRO=058 | FILA=14 | PN=PN01068MM | DESC=I. BONOS DEL SECTOR PRIVADO 2/ (Saldos y Flujos en Millones de Soles) > Colocación
CUADRO=058 | FILA=15 | PN=PN01069MM | DESC=I. BONOS DEL SECTOR PRIVADO 2/ (Saldos y Flujos en Millones de Soles) > Redención
CUADRO=058 | FILA=16 | PN=PN01070MM | DESC=I. BONOS DEL SECTOR PRIVADO 2/ (Saldos y Flujos en Millones de Soles) > B. BONOS SUBORDINADOS
CUADRO=058 | FILA=17 | PN=PN01071MM | DESC=I. BONOS DEL SECTOR PRIVADO 2/ (Saldos y Flujos en Millones de Soles) > Colocación
CUADRO=058 | FILA=18 | PN=PN01072MM | DESC=I. BONOS DEL SECTOR PRIVADO 2/ (Saldos y Flujos en Millones de Soles) > Redención
CUADRO=058 | FILA=19 | PN=PN01073MM | DESC=C. BONOS HIPOTECARIOS
CUADRO=058 | FILA=20 | PN=PN01074MM | DESC=C. BONOS HIPOTECARIOS > Colocación
CUADRO=058 | FILA=21 | PN=PN01075MM | DESC=C. BONOS HIPOTECARIOS > Redención
CUADRO=058 | FILA=22 | PN=PN01076MM | DESC=D. BONOS CORPORATIVOS
CUADRO=058 | FILA=23 | PN=PN01077MM | DESC=D. BONOS CORPORATIVOS > Colocación
CUADRO=058 | FILA=24 | PN=PN01078MM | DESC=D. BONOS CORPORATIVOS > Redención
CUADRO=058 | FILA=25 | PN=PN01079MM | DESC=D. BONOS CORPORATIVOS > BONOS DE ENTIDADES NO FINANCIERAS (A+B)
CUADRO=058 | FILA=26 | PN=PN01080MM | DESC=D. BONOS CORPORATIVOS > A. BONOS CORPORATIVOS
CUADRO=058 | FILA=27 | PN=PN01081MM | DESC=D. BONOS CORPORATIVOS > Colocación
CUADRO=058 | FILA=28 | PN=PN01082MM | DESC=D. BONOS CORPORATIVOS > Redención
CUADRO=058 | FILA=29 | PN=PN01083MM | DESC=D. BONOS CORPORATIVOS > B. BONOS DE TITULIZACIÓN
CUADRO=058 | FILA=30 | PN=PN01084MM | DESC=D. BONOS CORPORATIVOS > Colocación
CUADRO=058 | FILA=31 | PN=PN01085MM | DESC=D. BONOS CORPORATIVOS > Redención
CUADRO=058 | FILA=32 | PN=PN01086MM | DESC=II. BONOS DEL SEC. PÚBLICO POR POSEEDOR (A+B+C+D) 3/ (Saldos en Millones de Soles)
CUADRO=058 | FILA=34 | PN=PN01087MM | DESC=II. BONOS DEL SEC. PÚBLICO POR POSEEDOR (A+B+C+D) 3/ (Saldos en Millones de Soles) > A. Sistema Financiero Nacional
CUADRO=058 | FILA=35 | PN=PN01088MM | DESC=II. BONOS DEL SEC. PÚBLICO POR POSEEDOR (A+B+C+D) 3/ (Saldos en Millones de Soles) > Empresas bancarias
CUADRO=058 | FILA=36 | PN=PN01089MM | DESC=II. BONOS DEL SEC. PÚBLICO POR POSEEDOR (A+B+C+D) 3/ (Saldos en Millones de Soles) > Banco de la Nación
CUADRO=058 | FILA=37 | PN=PN01092MM | DESC=II. BONOS DEL SEC. PÚBLICO POR POSEEDOR (A+B+C+D) 3/ (Saldos en Millones de Soles) > Resto
CUADRO=058 | FILA=38 | PN=PN01093MM | DESC=II. BONOS DEL SEC. PÚBLICO POR POSEEDOR (A+B+C+D) 3/ (Saldos en Millones de Soles) > B. Sector Público no financiero
CUADRO=058 | FILA=39 | PN=PN01094MM | DESC=C. Sector Privado
CUADRO=058 | FILA=40 | PN=PN01095MM | DESC=D. No residentes
CUADRO=059 | FILA=10 | PN=PN01096MM | DESC=a. Por Tipo
CUADRO=059 | FILA=11 | PN=PN01097MM | DESC=a. Por Tipo > Arrendamiento Financiero
CUADRO=059 | FILA=12 | PN=PN01098MM | DESC=a. Por Tipo > Subordinados
CUADRO=059 | FILA=13 | PN=PN01099MM | DESC=a. Por Tipo > Hipotecarios
CUADRO=059 | FILA=14 | PN=PN01100MM | DESC=a. Por Tipo > De Titulización
CUADRO=059 | FILA=15 | PN=PN01101MM | DESC=a. Por Tipo > Corporativos
CUADRO=059 | FILA=16 | PN=PN01102MM | DESC=b. Por Plazo
CUADRO=059 | FILA=17 | PN=PN01103MM | DESC=b. Por Plazo > Hasta 3 años
CUADRO=059 | FILA=18 | PN=PN01104MM | DESC=b. Por Plazo > Más de 3 años, hasta 5 años
CUADRO=059 | FILA=19 | PN=PN01105MM | DESC=b. Por Plazo > Más de 5 años
CUADRO=059 | FILA=22 | PN=PN01106MM | DESC=b. Por Plazo > (Participación porcentual)
CUADRO=059 | FILA=23 | PN=PN01107MM | DESC=a. Moneda nacional
CUADRO=059 | FILA=24 | PN=PN01108MM | DESC=a. Moneda nacional > Bonos nominales
CUADRO=059 | FILA=25 | PN=PN01109MM | DESC=a. Moneda nacional > Bonos indexados al VAC
CUADRO=059 | FILA=26 | PN=PN01110MM | DESC=a. Moneda nacional > Otros bonos indexados
CUADRO=059 | FILA=27 | PN=PN01111MM | DESC=b. Moneda Extranjera
CUADRO=059 | FILA=29 | PN=PN01112MM | DESC=a. Bonos en en soles nominales
CUADRO=059 | FILA=30 | PN=PN01113MM | DESC=a. Bonos en en soles nominales > Hasta 3 años
CUADRO=059 | FILA=31 | PN=PN01114MM | DESC=a. Bonos en en soles nominales > Más de 3años, hasta 5 años
CUADRO=059 | FILA=32 | PN=PN01115MM | DESC=a. Bonos en en soles nominales > Más de 5 años
CUADRO=059 | FILA=33 | PN=PN01116MM | DESC=b. Bonos en soles indexados al VAC
CUADRO=059 | FILA=34 | PN=PN01117MM | DESC=b. Bonos en soles indexados al VAC > Hasta 3 años
CUADRO=059 | FILA=35 | PN=PN01118MM | DESC=b. Bonos en soles indexados al VAC > Más de 3años, hasta 5 años
CUADRO=059 | FILA=36 | PN=PN01119MM | DESC=b. Bonos en soles indexados al VAC > Más de 5 años
CUADRO=059 | FILA=37 | PN=PN01120MM | DESC=c. Bonos en moneda extranjera
CUADRO=059 | FILA=38 | PN=PN01121MM | DESC=c. Bonos en moneda extranjera > Hasta 3 años
CUADRO=059 | FILA=39 | PN=PN01122MM | DESC=c. Bonos en moneda extranjera > Más de 3años, hasta 5 años
CUADRO=059 | FILA=40 | PN=PN01123MM | DESC=c. Bonos en moneda extranjera > Más de 5 años MEMO: Tasas de los Bonos del Tesoro Público
CUADRO=059 | FILA=43 | PN=PN01124MM | DESC=c. Bonos en moneda extranjera > Hasta 5 años
CUADRO=059 | FILA=44 | PN=PN01125MM | DESC=c. Bonos en moneda extranjera > Más de 5 años, hasta 10 años
CUADRO=059 | FILA=45 | PN=PN01126MM | DESC=c. Bonos en moneda extranjera > Más de 10 años, hasta 15 años
CUADRO=059 | FILA=46 | PN=PN01127MM | DESC=c. Bonos en moneda extranjera > Más de 15 años, hasta 20 años
CUADRO=059 | FILA=47 | PN=PN01128MM | DESC=c. Bonos en moneda extranjera > Más de 20 años
CUADRO=060 | FILA=10 | PN=PN01142MM | DESC=SP/BVL Peru General 3/
CUADRO=060 | FILA=11 | PN=PN01143MM | DESC=SP/BVL Peru 25
CUADRO=060 | FILA=13 | PN=PN01148MM | DESC=SP/BVL Financial
CUADRO=060 | FILA=14 | PN=PN01149MM | DESC=SP/BVL Industrial
CUADRO=060 | FILA=15 | PN=PN01150MM | DESC=SP/BVL Mining
CUADRO=060 | FILA=16 | PN=PN01151MM | DESC=SP/BVL Services
CUADRO=060 | FILA=20 | PN=PN01152MM | DESC=1. Buenaventura
CUADRO=060 | FILA=21 | PN=PN10221MM | DESC=2. Cementos Pacasmayo
CUADRO=060 | FILA=22 | PN=PN01153MM | DESC=3. Credicorp Ltd
CUADRO=060 | FILA=23 | PN=PN01154MM | DESC=4. Southern Peru
CUADRO=060 | FILA=26 | PN=PN01155MM | DESC=4. Southern Peru > En millones de soles
CUADRO=060 | FILA=30 | PN=PN01156MM | DESC=4. Southern Peru > En moneda nacional (S/)
CUADRO=060 | FILA=31 | PN=PN01157MM | DESC=4. Southern Peru > En moneda extranjera (USD)
CUADRO=060 | FILA=33 | PN=PN01158MM | DESC=5. MONTOS NEGOCIADOS EN BOLSA (Millones de soles)
CUADRO=060 | FILA=35 | PN=PN01159MM | DESC=5. MONTOS NEGOCIADOS EN BOLSA (Millones de soles) > RENTA VARIABLE
CUADRO=060 | FILA=36 | PN=PN01160MM | DESC=5. MONTOS NEGOCIADOS EN BOLSA (Millones de soles) > Operaciones al contado
CUADRO=060 | FILA=37 | PN=PN01161MM | DESC=5. MONTOS NEGOCIADOS EN BOLSA (Millones de soles) > Operaciones de Reporte
CUADRO=060 | FILA=38 | PN=PN01162MM | DESC=5. MONTOS NEGOCIADOS EN BOLSA (Millones de soles) > RENTA FIJA
CUADRO=060 | FILA=41 | PN=PN01163MM | DESC=5. MONTOS NEGOCIADOS EN BOLSA (Millones de soles) > Tenencias desmaterializadas en CAVALI 5/ (En millones de soles)
CUADRO=060 | FILA=43 | PN=PN01164MM | DESC=5. MONTOS NEGOCIADOS EN BOLSA (Millones de soles) > Participación porcentual de no residentes 6/
CUADRO=060 | FILA=44 | PN=PN01165MM | DESC=5. MONTOS NEGOCIADOS EN BOLSA (Millones de soles) > Renta variable
CUADRO=060 | FILA=45 | PN=PN01166MM | DESC=5. MONTOS NEGOCIADOS EN BOLSA (Millones de soles) > Renta fija
CUADRO=061 | FILA=8 | PN=PN01167MM | DESC=I. VALOR DEL FONDO (En Millones de Soles)
CUADRO=061 | FILA=10 | PN=PN01168MM | DESC=I. VALOR DEL FONDO (En Millones de Soles) > AFP Habitat
CUADRO=061 | FILA=11 | PN=PN01169MM | DESC=I. VALOR DEL FONDO (En Millones de Soles) > AFP Integra 2/
CUADRO=061 | FILA=12 | PN=PN01170MM | DESC=I. VALOR DEL FONDO (En Millones de Soles) > AFP Prima
CUADRO=061 | FILA=13 | PN=PN01171MM | DESC=I. VALOR DEL FONDO (En Millones de Soles) > AFP Profuturo 2/
CUADRO=061 | FILA=16 | PN=PN01172MM | DESC=I. VALOR DEL FONDO (En Millones de Soles) > (En Millones de USD)
CUADRO=061 | FILA=18 | PN=PN01173MM | DESC=II. NÚMERO DE AFILIADOS (En miles)
CUADRO=061 | FILA=20 | PN=PN01174MM | DESC=II. NÚMERO DE AFILIADOS (En miles) > AFP Habitat
CUADRO=061 | FILA=21 | PN=PN01175MM | DESC=II. NÚMERO DE AFILIADOS (En miles) > AFP Integra
CUADRO=061 | FILA=22 | PN=PN01176MM | DESC=II. NÚMERO DE AFILIADOS (En miles) > AFP Prima
CUADRO=061 | FILA=23 | PN=PN01177MM | DESC=II. NÚMERO DE AFILIADOS (En miles) > AFP Profuturo
CUADRO=061 | FILA=25 | PN=PN01178MM | DESC=III. RENTABILIDAD REAL ÚLTIMOS 12 MESES 3/
CUADRO=061 | FILA=26 | PN=PN01179MM | DESC=III. RENTABILIDAD REAL ÚLTIMOS 12 MESES 3/ > AFP Habitat
CUADRO=061 | FILA=27 | PN=PN01180MM | DESC=III. RENTABILIDAD REAL ÚLTIMOS 12 MESES 3/ > AFP Integra
CUADRO=061 | FILA=28 | PN=PN01181MM | DESC=III. RENTABILIDAD REAL ÚLTIMOS 12 MESES 3/ > AFP Prima
CUADRO=061 | FILA=29 | PN=PN01182MM | DESC=III. RENTABILIDAD REAL ÚLTIMOS 12 MESES 3/ > AFP Profuturo
CUADRO=061 | FILA=31 | PN=PN01183MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles)
CUADRO=061 | FILA=34 | PN=PN01184MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > Composición porcentual
CUADRO=061 | FILA=35 | PN=PN01185MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > a. Valores gubernamentales
CUADRO=061 | FILA=36 | PN=PN01186MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > a. Valores gubernamentales > Valores del gobierno central
CUADRO=061 | FILA=37 | PN=PN01187MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > a. Valores gubernamentales > Valores del Banco Central
CUADRO=061 | FILA=38 | PN=PN01188MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > b. Empresas del sistema financiero
CUADRO=061 | FILA=39 | PN=PN01189MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > b. Empresas del sistema financiero > Depósitos en moneda nacional
CUADRO=061 | FILA=40 | PN=PN01190MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > b. Empresas del sistema financiero > Depósitos en moneda extranjera
CUADRO=061 | FILA=41 | PN=PN01191MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > b. Empresas del sistema financiero > Acciones
CUADRO=061 | FILA=42 | PN=PN01192MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > b. Empresas del sistema financiero > Bonos
CUADRO=061 | FILA=43 | PN=PN01193MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > b. Empresas del sistema financiero > Otros 5/
CUADRO=061 | FILA=44 | PN=PN01194MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > c. Empresas no financieras
CUADRO=061 | FILA=45 | PN=PN01195MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > c. Empresas no financieras > Acciones comunes y de inversión 6/
CUADRO=061 | FILA=46 | PN=PN01196MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > c. Empresas no financieras > Bonos corporativos
CUADRO=061 | FILA=47 | PN=PN01197MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > c. Empresas no financieras > Otros 7/
CUADRO=061 | FILA=48 | PN=PN01198MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > d. Inversiones en el exterior
CUADRO=061 | FILA=49 | PN=PN01199MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > d. Inversiones en el exterior > Títulos de deuda extranjeros
CUADRO=061 | FILA=50 | PN=PN01200MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > d. Inversiones en el exterior > Depósitos
CUADRO=061 | FILA=51 | PN=PN01201MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > d. Inversiones en el exterior > Fondos Mutuos extranjeros
CUADRO=061 | FILA=52 | PN=PN01202MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > d. Inversiones en el exterior > Acciones de empresas extranjeras
CUADRO=061 | FILA=53 | PN=PN01203MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > d. Inversiones en el exterior > American Depositary Shares (ADS)
CUADRO=061 | FILA=54 | PN=PN01204MM | DESC=IV. CARTERA DE INVERSIONES 4/ (Millones de soles) > d. Inversiones en el exterior > Otros
CUADRO=063 | FILA=9 | PN=PN01278PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/
CUADRO=063 | FILA=11 | PN=PN01296PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/ > Bienes
CUADRO=063 | FILA=12 | PN=PN01297PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/ > Alimentos y bebidas
CUADRO=063 | FILA=13 | PN=PN01298PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/ > Textiles y calzado
CUADRO=063 | FILA=14 | PN=PN01299PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/ > Aparatos electrodomésticos
CUADRO=063 | FILA=15 | PN=PN01300PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/ > Resto de productos industriales
CUADRO=063 | FILA=17 | PN=PN01301PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/ > Servicios
CUADRO=063 | FILA=18 | PN=PN01302PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/ > Comidas fuera del hogar
CUADRO=063 | FILA=19 | PN=PN01303PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/ > Educación
CUADRO=063 | FILA=20 | PN=PN01304PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/ > Salud
CUADRO=063 | FILA=21 | PN=PN01305PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/ > Alquileres
CUADRO=063 | FILA=22 | PN=PN01306PM | DESC=I. INFLACIÓN SUBYACENTE POR EXCLUSIÓN 2/ > Resto de servicios
CUADRO=063 | FILA=25 | PN=PN09817PM | DESC=II. INFLACIÓN NO SUBYACENTE
CUADRO=063 | FILA=27 | PN=PN01308PM | DESC=II. INFLACIÓN NO SUBYACENTE > Alimentos
CUADRO=063 | FILA=28 | PN=PN01309PM | DESC=II. INFLACIÓN NO SUBYACENTE > Combustibles
CUADRO=063 | FILA=29 | PN=PN01310PM | DESC=II. INFLACIÓN NO SUBYACENTE > Transportes
CUADRO=063 | FILA=30 | PN=PN01311PM | DESC=II. INFLACIÓN NO SUBYACENTE > Servicios públicos
CUADRO=063 | FILA=33 | PN=PN01271PM | DESC=III. INFLACIÓN
CUADRO=063 | FILA=37 | PN=PN01313PM | DESC=III. INFLACIÓN > IPC alimentos y bebidas
CUADRO=063 | FILA=38 | PN=PN01314PM | DESC=III. INFLACIÓN > IPC sin alimentos y bebidas
CUADRO=063 | FILA=39 | PN=PN01315PM | DESC=III. INFLACIÓN > IPC subyacente por exclusión sin alimentos y bebidas
CUADRO=063 | FILA=40 | PN=PN01276PM | DESC=III. INFLACIÓN > IPC sin alimentos, bebidas y energía
CUADRO=063 | FILA=41 | PN=PN09818PM | DESC=III. INFLACIÓN > IPC Importado
CUADRO=064 | FILA=9 | PN=PN01271PM | DESC=Índice de Precios al Consumidor
CUADRO=064 | FILA=11 | PN=PN01280PM | DESC=Productos transables
CUADRO=064 | FILA=13 | PN=PN01366PM | DESC=Alimentos
CUADRO=064 | FILA=14 | PN=PN01367PM | DESC=Textil y calzado
CUADRO=064 | FILA=15 | PN=PN01368PM | DESC=Combustibles
CUADRO=064 | FILA=16 | PN=PN01369PM | DESC=Aparatos electrodomésticos
CUADRO=064 | FILA=17 | PN=PN01370PM | DESC=Otros transables
CUADRO=064 | FILA=19 | PN=PN01282PM | DESC=Productos no transables
CUADRO=064 | FILA=21 | PN=PN01372PM | DESC=Alimentos
CUADRO=064 | FILA=22 | PN=PN01373PM | DESC=Servicios
CUADRO=064 | FILA=23 | PN=PN01374PM | DESC=Servicios públicos
CUADRO=064 | FILA=24 | PN=PN01375PM | DESC=Otros servicios personales
CUADRO=064 | FILA=25 | PN=PN01376PM | DESC=Servicios de salud
CUADRO=064 | FILA=26 | PN=PN01377PM | DESC=Servicios de transporte
CUADRO=064 | FILA=27 | PN=PN01378PM | DESC=Servicios de educación
CUADRO=064 | FILA=28 | PN=PN01379PM | DESC=Comida fuera del hogar
CUADRO=064 | FILA=29 | PN=PN01380PM | DESC=Alquileres
CUADRO=064 | FILA=30 | PN=PN01381PM | DESC=Otros servicios
CUADRO=064 | FILA=31 | PN=PN01382PM | DESC=Otros no transables
CUADRO=064 | FILA=35 | PN=PN01313PM | DESC=IPC alimentos y bebidas
CUADRO=064 | FILA=36 | PN=PN01314PM | DESC=IPC sin alimentos y bebidas
CUADRO=064 | FILA=37 | PN=PN01315PM | DESC=IPC subyacente por exclusión sin alimentos y bebidas
CUADRO=064 | FILA=38 | PN=PN01276PM | DESC=IPC sin alimentos, bebidas y energía
CUADRO=064 | FILA=39 | PN=PN09818PM | DESC=IPC Importado
CUADRO=065 | FILA=12 | PN=PN40408PM | DESC=Gasohol Regular 3/
CUADRO=065 | FILA=13 | PN=PN40409PM | DESC=Gasohol Premium 4/
